,0,1
2290,Alſo Du trinkſt Markersdorfer in der letzten Zeit—?,"{'entities': [(0, 29, 'PER'), (45, 50, 'MISC')]}"
2291,Anatol,"{'entities': [(0, 6, 'MISC')]}"
2292,.,{'entities': []}
2293,Ja… vor Zehn— dann natürlich Champagner… So iſt das Leben!,"{'entities': [(8, 13, 'ORG'), (29, 39, 'ORG')]}"
2294,Max.,"{'entities': [(0, 3, 'MISC')]}"
2295,Na,{'entities': []}
2296,… entſchuldige… das Leben iſt nicht ſo!,"{'entities': [(0, 1, 'PER'), (14, 15, 'PER')]}"
2297,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2298,Denke,{'entities': []}
2299,"Dir nur, der Contraſt!","{'entities': [(13, 22, 'ORG')]}"
2300,Ich hab’ ihn aber jetzt zur Genüge ausgekoſtet!,{'entities': []}
2301,"— das iſt wieder einer jener Fälle, wo ich fühle, daß ich im Grunde eine enorm ehrliche Natur bin— Max.","{'entities': [(61, 67, 'MISC'), (94, 102, 'PER')]}"
2302,So!,{'entities': []}
2303,… Ah!,"{'entities': [(0, 1, 'MISC')]}"
2304,Anatol,"{'entities': [(0, 6, 'MISC')]}"
2305,Ich kann dieſes Doppelſpiel nicht länger durchführen…,"{'entities': [(0, 27, 'MISC'), (52, 53, 'MISC')]}"
2306,Ich verliere alle Selbſtachtung…! Max.,"{'entities': [(31, 33, 'ORG'), (34, 37, 'LOC')]}"
2307,Du,{'entities': []}
2308,!—,{'entities': []}
2309,"ich bin’s, ich, ich… mir mußt Du ja keine Comödie vorſpielen!","{'entities': [(19, 49, 'MISC')]}"
2310,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2311,"Warum— nachdem Du eben da biſt… Aber im Ernſt… ich kann nicht Liebe heucheln, wo ich nichts mehr empfinde!","{'entities': [(0, 6, 'PER'), (15, 17, 'PER'), (30, 31, 'PER'), (40, 46, 'MISC')]}"
2312,Max.,"{'entities': [(0, 3, 'MISC')]}"
2313,"Du heuchelſt nur dort, wo Du noch etwas empfindeſt… Anatol.","{'entities': [(26, 28, 'MISC'), (50, 58, 'MISC')]}"
2314,"Ich habe es Annie aufrichtig geſagt, gleich— gleich, ganz im Anfang… wie wir uns ewige Liebe ſchwuren:","{'entities': [(12, 17, 'MISC'), (67, 68, 'MISC')]}"
2315,"Weißt Du, liebe Annie","{'entities': [(0, 8, 'LOC'), (16, 21, 'MISC')]}"
2316,—,{'entities': []}
2317,"wer von uns eines ſchönen Tages ſpürt, daß es zu Ende geht","{'entities': [(26, 31, 'MISC')]}"
2318,— ſagt es dem Andern rund heraus… Max.,"{'entities': [(14, 20, 'MISC')]}"
2319,"Ach, das habt Ihr in dem Augenblick ausgemacht, wo Ihr Euch ewige Liebe ſchwurt… ſehr gut!","{'entities': [(0, 3, 'PER'), (25, 35, 'MISC'), (51, 71, 'MISC'), (79, 80, 'PER')]}"
2320,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2321,Ich habe ihr das öfter wiederholt:,{'entities': []}
2322,—,{'entities': []}
2323,"Wir haben nicht die geringſten Verpflichtungen gegen einander, wir ſind frei!",{'entities': []}
2324,"Wir gehen ruhig aus einander, wenn unſere Zeit um iſt— nur keinen Betrug— das verabſcheue ich!","{'entities': [(42, 46, 'MISC')]}"
2325,… Max.,"{'entities': [(2, 5, 'PER')]}"
2326,"Na, da wird’s ja eigentlich ſehr leicht gehen— heute! Anatol.","{'entities': [(40, 46, 'PER'), (54, 60, 'MISC')]}"
2327,Leicht,"{'entities': [(0, 6, 'PER')]}"
2328,!,{'entities': []}
2329,"… Jetzt, wo ich es ſagen ſoll, trau’","{'entities': [(31, 36, 'MISC')]}"
2330,ich mich nicht… Es wird ihr ja doch weh’ thun…,"{'entities': [(14, 15, 'MISC'), (45, 46, 'PER')]}"
2331,Ich kann das Weinen nicht vertragen.,{'entities': []}
2332,—,{'entities': []}
2333,"Ich verliebe mich am Ende von Neuem in ſie, wenn ſie weint— und da betrüg’ ich dann wieder die Andere!","{'entities': [(30, 35, 'LOC'), (67, 74, 'ORG')]}"
2334,Max.,"{'entities': [(0, 3, 'MISC')]}"
2335,"Nein, nein,— nur keinen Betrug— das verabſcheue ich!",{'entities': []}
2336,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2337,"Wenn Du da biſt, wird ſich das Alles viel ungezwungener machen!",{'entities': []}
2338,…,"{'entities': [(0, 1, 'MISC')]}"
2339,"Von Dir geht ein Hauch von kalter, geſunder Heiterkeit aus, in der die Sentimentalität des Abſchieds erſtarren muß!","{'entities': [(91, 100, 'ORG')]}"
2340,… Vor Dir weint man nicht!,{'entities': []}
2341,… Max.,"{'entities': [(2, 5, 'PER')]}"
2342,"Na, ich bin da für jeden Fall— das iſt aber Alles, was ich für Dich thun kann… Ihr zureden?","{'entities': [(77, 78, 'PER')]}"
2343,"— nein, nein… das nicht— es wäre gegen meine Ueberzeugung…","{'entities': [(12, 13, 'PER'), (57, 58, 'MISC')]}"
2344,Du biſt ein zu lieber Menſch… Anatol.,"{'entities': [(30, 36, 'LOC')]}"
2345,"Schau’, lieber Max— bis zu einem gewiſſen Grade könnteſt Du das doch vielleicht auch…","{'entities': [(0, 6, 'MISC'), (15, 19, 'PER'), (57, 59, 'PER'), (84, 85, 'MISC')]}"
2346,"Du könnteſt ihr ſagen, daß ſie an mir doch nicht ſo beſonders viel verliert— Max.",{'entities': []}
2347,Na— das ginge noch— Anatol.,"{'entities': [(14, 26, 'MISC')]}"
2348,Daß ſie hundert Andere findet— die ſchöner— reicher— Max.,"{'entities': [(23, 30, 'LOC'), (35, 43, 'LOC'), (44, 56, 'PER')]}"
2349,Klüger— Anatol.,"{'entities': [(0, 14, 'PER')]}"
2350,"Nein, nein,— bitte— keine Uebertreibungen— (Der Kellner öffnet die Thüre.","{'entities': [(44, 55, 'MISC'), (67, 72, 'MISC')]}"
2351,"Annie tritt ein, im Regenmantel, den ſie umgeworfen hat, weißer Boa: die gelben Handſchuhe trägt ſie in der Hand, breiten auffallenden Hut nachläſſig aufgeſtülpt.)","{'entities': [(0, 5, 'MISC')]}"
2352,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2353,Oh— guten Abend!,"{'entities': [(0, 3, 'PER')]}"
2354,Anatol,"{'entities': [(0, 6, 'MISC')]}"
2355,.,{'entities': []}
2356,"Guten Abend, Annie!","{'entities': [(0, 11, 'PER'), (13, 19, 'ORG')]}"
2357,… Entſchuldige— Annie.,"{'entities': [(2, 21, 'MISC')]}"
2358,Auf Dich kann man ſich verlaſſen!,"{'entities': [(4, 8, 'LOC')]}"
2359,(Sie wirft den Regenmantel ab.),{'entities': []}
2360,—,{'entities': []}
2361,Ich ſchaue mich nach allen Seiten um— rechts— links—,"{'entities': [(0, 10, 'MISC')]}"
2362,Niemand da— Anatol.,"{'entities': [(0, 18, 'PER')]}"
2363,—,{'entities': []}
2364,Du haſt ja glücklicher Weiſe nicht weit herüber!,"{'entities': [(23, 28, 'PER')]}"
2365,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2366,Man hält ſein Wort!,{'entities': []}
2367,—,{'entities': []}
2368,"Guten Abend, Max!","{'entities': [(0, 11, 'PER'), (13, 17, 'ORG')]}"
2369,— (Zu Anatol.),"{'entities': [(6, 12, 'MISC')]}"
2370,Na,{'entities': []}
2371,— auftragen laſſen hätteſt,{'entities': []}
2372,Du unterdeſſen ſchon können… Anatol (umarmt ſie).,"{'entities': [(27, 35, 'MISC')]}"
2373,[,{'entities': []}
2374,Du haſt kein Mieder?,{'entities': []}
2375,— Annie.,"{'entities': [(2, 7, 'MISC')]}"
2376,Na— ſoll ich vielleicht grande toilette machen— für Dich?,"{'entities': [(52, 56, 'LOC')]}"
2377,—,{'entities': []}
2378,Entſchuldige— Anatol.,"{'entities': [(0, 20, 'PER')]}"
2379,Mir kann’s ja recht ſein—,"{'entities': [(0, 3, 'MISC'), (20, 25, 'PER')]}"
2380,Du mußt Max um Entſchuldigung bitten!,"{'entities': [(0, 11, 'MISC')]}"
2381,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2382,Warum denn?,{'entities': []}
2383,— den genirt’s ſicher nicht— der iſt nicht eiferſüchtig!,{'entities': []}
2384,…] Alſo… alſo… eſſen— (Der Kellner klopft.),"{'entities': [(0, 1, 'PER'), (3, 8, 'MISC'), (13, 21, 'PER'), (23, 34, 'MISC')]}"
2385,Herein!,"{'entities': [(0, 7, 'ORG')]}"
2386,— Heut’ klopft er—,"{'entities': [(15, 18, 'PER')]}"
2387,Sonſt fällt ihm das nicht ein!,"{'entities': [(0, 5, 'LOC')]}"
2388,(Der Kellner tritt ein.),"{'entities': [(1, 12, 'MISC')]}"
2389,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2390,Serviren Sie!,{'entities': []}
2391,— (Kellner ab,{'entities': []}
2392,.),{'entities': []}
2393,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2394,Du warſt heut’ nicht drin—?,"{'entities': [(0, 14, 'MISC'), (21, 26, 'PER')]}"
2395,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2396,Nein— ich mußte—— Annie.,"{'entities': [(0, 5, 'LOC'), (10, 23, 'MISC')]}"
2397,Du haſt nicht viel verſäumt!,{'entities': []}
2398,—,{'entities': []}
2399,Es war heut’ Alles ſo ſchläfrig… Max.,"{'entities': [(31, 36, 'ORG')]}"
2400,Was war denn für eine Oper vorher?,{'entities': []}
2401,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2402,Ich weiß nicht… (Man ſetzt ſich zu Tiſche)…,"{'entities': [(14, 15, 'MISC'), (42, 43, 'MISC')]}"
2403,Ich kam in meine Garderobe— dann auf die Bühne— gekümmert hab’,"{'entities': [(41, 47, 'ORG')]}"
2404,ich mich um nichts… um nichts!,"{'entities': [(18, 19, 'MISC')]}"
2405,…,"{'entities': [(0, 1, 'MISC')]}"
2406,Im Uebrigen hab’ ich,"{'entities': [(3, 11, 'LOC')]}"
2407,"Dir was zu ſagen, Anatol!","{'entities': [(18, 25, 'ORG')]}"
2408,Anatol,"{'entities': [(0, 6, 'MISC')]}"
2409,.,{'entities': []}
2410,"So, mein liebes Kind?","{'entities': [(16, 20, 'PER')]}"
2411,—,{'entities': []}
2412,Was ſehr Wichtiges,"{'entities': [(9, 18, 'LOC')]}"
2413,—?,{'entities': []}
2414,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2415,"Ja, ziemlich!… Es wird Dich vielleicht überraſchen… (Der Kellner trägt auf)… Anatol.","{'entities': [(23, 27, 'PER'), (50, 51, 'MISC'), (53, 64, 'MISC'), (75, 83, 'MISC')]}"
2416,Da bin ich wirklich ſehr neugierig!,{'entities': []}
2417,… Auch ich… Annie.,"{'entities': [(0, 1, 'PER'), (10, 17, 'MISC')]}"
2418,Na… warte nur… für den da iſt das nichts— Anatol (zum Kellner).,"{'entities': [(0, 3, 'PER'), (13, 14, 'MISC'), (42, 48, 'PER')]}"
2419,Gehen Sie…,"{'entities': [(0, 5, 'PER'), (9, 10, 'MISC')]}"
2420,wir werden klingeln!,{'entities': []}
2421,(Kellner ab)…,"{'entities': [(12, 13, 'MISC')]}"
2422,"Na, alſo!","{'entities': [(0, 2, 'PER')]}"
2423,… Annie.,"{'entities': [(0, 7, 'MISC')]}"
2424,—,{'entities': []}
2425,Ja… mein lieber Anatol…,"{'entities': [(16, 23, 'MISC')]}"
2426,es wird Dich überraſchen…,"{'entities': [(8, 12, 'PER'), (24, 25, 'MISC')]}"
2427,Warum übrigens!,{'entities': []}
2428,Es wird Dich gar nicht überraſchen—,"{'entities': [(8, 12, 'LOC')]}"
2429,es darf Dich nicht einmal überraſchen… Max,"{'entities': [(8, 12, 'PER'), (39, 42, 'PER')]}"
2430,. Gageerhöhung?,"{'entities': [(2, 14, 'MISC')]}"
2431,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2432,Unterbrich ſie doch nicht…! Annie.,"{'entities': [(25, 33, 'ORG')]}"
2433,Nicht wahr— lieber Anatol…,"{'entities': [(19, 26, 'MISC')]}"
2434,"Du ſag’, ſind dies Oſtender oder Whiteſtable?","{'entities': [(0, 7, 'PER'), (33, 44, 'MISC')]}"
2435,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2436,Jetzt redet ſie wieder von den Auſtern!,"{'entities': [(31, 39, 'ORG')]}"
2437,… Oſtender ſind es!,{'entities': []}
2438,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2439,Ich dachte es…,"{'entities': [(13, 14, 'MISC')]}"
2440,"Ach, ich ſchwärme für Auſtern… Das iſt doch eigentlich das Einzige, was man täglich eſſen kann!",{'entities': []}
2441,Max. Kann?!,"{'entities': [(0, 3, 'MISC')]}"
2442,— Sollte! Muß!! Annie.,"{'entities': [(16, 21, 'MISC')]}"
2443,Nicht wahr!,{'entities': []}
2444,Ich ſag’s ja! Anatol.,"{'entities': [(14, 20, 'MISC')]}"
2445,Du willſt mir ja was ſehr Wichtiges mittheilen—?,"{'entities': [(26, 35, 'LOC')]}"
2446,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2447,Ja… wichtig iſt es allerdings— ſogar ſehr!,"{'entities': [(19, 30, 'PER')]}"
2448,—,{'entities': []}
2449,Erinnerſt,"{'entities': [(0, 9, 'LOC')]}"
2450,Du Dich an eine gewiſſe Bemerlung?,"{'entities': [(0, 7, 'PER')]}"
2451,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2452,Welche— welche?,"{'entities': [(0, 7, 'ORG')]}"
2453,—,{'entities': []}
2454,"Ich kann doch nicht wiſſen, welche Bemerkung Du meinſt!","{'entities': [(45, 55, 'ORG')]}"
2455,Max.,"{'entities': [(0, 3, 'MISC')]}"
2456,Da hat er recht!,{'entities': []}
2457,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2458,"Nun, ich meine die folgende… Warte… wie war ſie nur— Annie, ſagteſt Du…","{'entities': [(27, 35, 'MISC'), (48, 58, 'MISC'), (70, 71, 'MISC')]}"
2459,wir wollen uns nie betrügen… Anatol.,"{'entities': [(27, 35, 'MISC')]}"
2460,Ja… ja… nun! Annie.,"{'entities': [(6, 7, 'PER'), (13, 18, 'MISC')]}"
2461,Nie betrügen!,"{'entities': [(0, 3, 'LOC')]}"
2462,… Lieber gleich die ganze Wahrheit ſagen… Anatol.,"{'entities': [(2, 8, 'PER'), (40, 48, 'MISC')]}"
2463,Ja… ich meinte… Annie.,"{'entities': [(14, 21, 'MISC')]}"
2464,Wenn es aber zu ſpät iſt?,{'entities': []}
2465,— Anatol.,"{'entities': [(2, 8, 'MISC')]}"
2466,Was ſagſt Du?,"{'entities': [(10, 12, 'MISC')]}"
2467,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2468,Oh— es iſt nicht zu ſpät!,"{'entities': [(0, 3, 'PER')]}"
2469,—,{'entities': []}
2470,Ich ſag,{'entities': []}
2471,’s,{'entities': []}
2472,Dir zur rechten Zeit— knapp zur rechten Zeit…,"{'entities': [(16, 21, 'PER'), (40, 44, 'MISC')]}"
2473,Morgen wäre es vielleicht ſchon zu ſpät!,"{'entities': [(0, 6, 'LOC')]}"
2474,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2475,"Biſt Du toll, Annie?!","{'entities': [(0, 7, 'PER'), (14, 19, 'MISC')]}"
2476,Max.,"{'entities': [(0, 3, 'MISC')]}"
2477,Wie?,{'entities': []}
2478,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2479,"Anatol, Du mußt Deine Auſtern weiter eſſen… ſonſt red’ ich nichts… gar nichts!","{'entities': [(0, 6, 'MISC'), (8, 29, 'MISC'), (42, 43, 'MISC'), (50, 54, 'PER'), (65, 66, 'PER')]}"
2480,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2481,Was heißt das?,{'entities': []}
2482,—,{'entities': []}
2483,„Du mußt“—! Annie.,"{'entities': [(1, 11, 'MISC'), (12, 17, 'MISC')]}"
2484,Eſſen!! Anatol.,"{'entities': [(8, 14, 'MISC')]}"
2485,Du ſollſt reden…,"{'entities': [(15, 16, 'MISC')]}"
2486,ich vertrage dieſe Art von Späßen nicht!,"{'entities': [(27, 33, 'LOC')]}"
2487,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2488,"Nun— es war ja abgemacht, daß wir’s uns ganz ruhig ſagen ſollten,— wenn es einmal dazu kommt…","{'entities': [(92, 93, 'MISC')]}"
2489,Und nun kömmt es eben dazu— Anatol.,"{'entities': [(28, 34, 'PER')]}"
2490,Das heißt? Annie.,"{'entities': [(11, 16, 'MISC')]}"
2491,Das heißt: daß ich heut’ leider das letzte Mal mit Dir ſoupire! Anatol.,"{'entities': [(51, 70, 'MISC')]}"
2492,"Du wirſt wohl die Güte haben, Dich— näher zu erklären!","{'entities': [(30, 35, 'MISC')]}"
2493,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2494,Es iſt aus zwiſchen uns—,{'entities': []}
2495,es muß aus ſein… Anatol.,"{'entities': [(17, 23, 'LOC')]}"
2496,Ja… ſag’— Max.,"{'entities': [(10, 13, 'LOC')]}"
2497,Das iſt ausgezeichnet! Annie.,"{'entities': [(23, 28, 'MISC')]}"
2498,Was finden Sie daran ausgezeichnet?,{'entities': []}
2499,—,{'entities': []}
2500,Ausgezeichnet— oder nicht—,"{'entities': [(20, 26, 'PER')]}"
2501,es iſt nun einmal ſo!,{'entities': []}
2502,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2503,Mein liebes Kind— ich hab’ noch immer nicht recht verſtanden… Du haſt wohl einen Heirathsantrag erhalten…? Annie.,"{'entities': [(0, 17, 'MISC'), (60, 64, 'ORG'), (104, 105, 'MISC'), (107, 112, 'MISC')]}"
2504,Ach wenn’s das wäre!,{'entities': []}
2505,"— das wäre ja kein Grund, Dir den Abſchied zu geben.",{'entities': []}
2506,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2507,Abſchied zu geben!? Annie.,"{'entities': [(0, 8, 'PER'), (20, 25, 'MISC')]}"
2508,"Na, es muß ja heraus.",{'entities': []}
2509,—,{'entities': []}
2510,Ich bin verliebt— Anatol— raſend verliebt!,"{'entities': [(0, 25, 'MISC')]}"
2511,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2512,"Und darf man fragen, in wen?",{'entities': []}
2513,"Annie… Sagen Sie, Max— was lachen Sie denn eigentlich?","{'entities': [(0, 12, 'PER'), (18, 22, 'PER')]}"
2514,Max.,"{'entities': [(0, 3, 'MISC')]}"
2515,Es iſt zu luſtig! Anatol.,"{'entities': [(18, 24, 'MISC')]}"
2516,"Laß’ ihn nur… Wir Zwei haben mit einander zu ſprechen, Annie!","{'entities': [(0, 4, 'MISC'), (12, 22, 'MISC'), (55, 60, 'MISC')]}"
2517,—,{'entities': []}
2518,Eine Erklärung biſt Du mir wohl ſchuldig…,"{'entities': [(20, 41, 'MISC')]}"
2519,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2520,Nun— ich gebe ſie Dir ja…,"{'entities': [(18, 24, 'PER'), (24, 25, 'PER')]}"
2521,"Ich habe mich in einen Andern verliebt— und ſage es Dir rund heraus,— weil das zwiſchen uns ſo abgemacht war… Anatol.","{'entities': [(108, 116, 'MISC')]}"
2522,"Ja,… aber, zum Teufel— in wen?! Annie.","{'entities': [(3, 4, 'MISC'), (32, 37, 'MISC')]}"
2523,"Ja, liebes Kind— grob darfſt Du nicht werden!","{'entities': [(11, 16, 'PER')]}"
2524,Max.,"{'entities': [(0, 3, 'MISC')]}"
2525,Da hat ſie Recht— grob darfſt Du nicht werden… Anatol.,"{'entities': [(11, 17, 'PER'), (45, 53, 'MISC')]}"
2526,Ich verlange… ich verlange ganz entſchieden… Annie.,"{'entities': [(12, 13, 'MISC'), (43, 50, 'MISC')]}"
2527,"Bitte, Max— klingeln Sie—","{'entities': [(0, 5, 'PER'), (7, 11, 'PER')]}"
2528,ich bin ſo hungrig!,{'entities': []}
2529,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2530,Das auch noch!,{'entities': []}
2531,—,{'entities': []}
2532,Appetit,"{'entities': [(0, 7, 'PER')]}"
2533,!! Appetit während einer ſolchen Unterredung!,"{'entities': [(3, 10, 'PER')]}"
2534,Max (zu Anatol).,"{'entities': [(0, 3, 'MISC'), (8, 14, 'MISC')]}"
2535,Sie ſoupirt ja heute zum erſten Mal!,{'entities': []}
2536,"(Kellner, tritt ein).",{'entities': []}
2537,— Anatol.,"{'entities': [(2, 8, 'MISC')]}"
2538,Was wollen Sie?,{'entities': []}
2539,Kellner.,"{'entities': [(0, 7, 'MISC')]}"
2540,Es wurde geklingelt!,{'entities': []}
2541,Max.,"{'entities': [(0, 3, 'MISC')]}"
2542,Serviren Sie weiter!,{'entities': []}
2543,(Während der Kellner abräumt.),{'entities': []}
2544,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2545,Ja… die Catalini geht nach Deutſchland… das iſt abgemacht… Max.,"{'entities': [(8, 16, 'PER'), (27, 38, 'LOC'), (38, 39, 'PER'), (57, 62, 'MISC')]}"
2546,So… und man läßt ſie ſo ohne Weiteres gehen?,{'entities': []}
2547,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2548,Na… ohne Weiteres— das kann man eigentlich nicht ſagen?,"{'entities': [(0, 18, 'LOC')]}"
2549,Anatol (ſteht auf und geht im Zimmer hin und her).,"{'entities': [(0, 6, 'MISC')]}"
2550,Wo iſt denn der Wein?!— Sie,"{'entities': [(16, 23, 'LOC')]}"
2551,!,{'entities': []}
2552,…,"{'entities': [(0, 1, 'MISC')]}"
2553,Jean!!—,{'entities': []}
2554,"Sie ſchlafen heute, wie es ſcheint!",{'entities': []}
2555,Kellner.,"{'entities': [(0, 7, 'MISC')]}"
2556,Ich bitte ſehr— der Wein… Anatol.,"{'entities': [(26, 32, 'LOC')]}"
2557,"Ich meine nicht den, der auf dem Tiſche ſteht— das können Sie ſich wohl denken!","{'entities': [(0, 46, 'MISC')]}"
2558,—,{'entities': []}
2559,Den Champagner meine ich!,"{'entities': [(4, 25, 'MISC')]}"
2560,—,{'entities': []}
2561,"Sie wiſſen, daß ich ihn gleich zu Anfang der Tafel haben will!",{'entities': []}
2562,(Kellner ab.),{'entities': []}
2563,Anatol…,"{'entities': [(0, 7, 'PER')]}"
2564,Ich bitte endlich um Aufklärung!,{'entities': []}
2565,Annie.,"{'entities': [(0, 5, 'MISC')]}"
2566,"Man ſoll Euch Männern doch nichts glauben, gar nichts— rein gar nichts!","{'entities': [(9, 21, 'MISC')]}"
2567,—,{'entities': []}
2568,"Wenn ich denke, wie ſchön Du mir das aus einander ſetzteſt:",{'entities': []}
2569,"Wenn wir fühlen, daß es zu Ende geht",{'entities': []}
2570,— ſo ſagen wir es uns und ſcheiden in Frieden— Anatol.,"{'entities': [(38, 46, 'PER'), (47, 53, 'MISC')]}"
2571,Jetzt wirſt Du mir endlich einmal— Annie.,"{'entities': [(27, 40, 'MISC')]}"
2572,Das iſt nun— ſein Frieden!,"{'entities': [(18, 26, 'MISC')]}"
2573,Anatol.,"{'entities': [(0, 6, 'MISC')]}"
2574,"Aber, liebes Kind— Du wirſt doch begreifen, daß es mich intereſſirt— wer— Annie (ſchlürft langſam den Wein).","{'entities': [(13, 18, 'PER'), (69, 79, 'MISC')]}"
2575,Ah… Anatol.,"{'entities': [(2, 10, 'LOC')]}"
2576,Trink aus… trink aus! Annie.,"{'entities': [(0, 5, 'PER'), (9, 10, 'MISC'), (22, 27, 'MISC')]}"
2577,"Na, Du wirſt wohl noch ſo lange— Anatol.","{'entities': [(0, 2, 'PER'), (26, 39, 'LOC')]}"
2578,Du trinkſt ſonſt in einem Zug— Annie.,"{'entities': [(0, 16, 'MISC'), (31, 36, 'MISC')]}"
2579,"Aber, lieber Anatol—","{'entities': [(13, 20, 'ORG')]}"
2580,"ich nehme nun auch von dem Bordeaux Abſchied— wer weiß, auf wie lange! Anatol.","{'entities': [(27, 45, 'MISC'), (71, 77, 'MISC')]}"
2581,Zum Kuckuck noch einmal!,"{'entities': [(4, 11, 'MISC')]}"
2582,—,{'entities': []}
2583,Was erzählſt Du da für Geſchichten!,"{'entities': [(13, 35, 'PER')]}"
2584,… Annie.,"{'entities': [(0, 7, 'MISC')]}"
2585,Nun wird’s wohl keinen Bordeaux geben… und keine Auſtern…,"{'entities': [(37, 38, 'MISC')]}"
2586,Und keinen Champagner!,"{'entities': [(11, 22, 'ORG')]}"
2587,(Der Kellner kommt mit dem nächſten Gang.),{'entities': []}
2588,—,{'entities': []}
2589,Und keine Filets aux truffes!,{'entities': []}
2590,—,{'entities': []}
2591,Das iſt nun Alles vorbei…,"{'entities': [(12, 17, 'PER'), (24, 25, 'MISC')]}"
2592,Max.,"{'entities': [(0, 3, 'MISC')]}"
